,RW_mae_OOS,RW_mape_OOS,arima_mae_IS,arima_mae_OOS,arima_mape_IS,arima_mape_OOS,fc_IS,fc_OOS,fc_RW,store_id
20,11.0,0.343,7.0,13.0,0.541,0.493,"2018-03-26    -3.990816
2018-03-27    -4.086322
2018-03-28    -4.178176
2018-03-29    -4.266373
2018-03-30    -4.350719
                ...    
2021-01-13    19.921820
2021-01-14    23.065935
2021-01-15    20.547423
2021-01-16    16.651828
2021-01-17    34.226615
Freq: D, Name: predicted_mean, Length: 1029, dtype: float64","date
2021-01-18    19.052499
2021-01-19    12.514012
2021-01-20    19.875447
2021-01-21    25.334752
2021-01-22    16.140000
2021-01-23    18.470050
2021-01-24    29.208190
2021-01-25    16.833180
2021-01-26    11.182548
2021-01-27    17.866137
2021-01-28    21.259228
2021-01-29    12.703242
2021-01-30    17.601516
2021-01-31    30.415673
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    31.8054
2021-01-19    31.8054
2021-01-20    31.8054
2021-01-21    31.8054
2021-01-22    31.8054
2021-01-23    31.8054
2021-01-24    31.8054
2021-01-25    31.8054
2021-01-26    31.8054
2021-01-27    31.8054
2021-01-28    31.8054
2021-01-29    31.8054
2021-01-30    31.8054
2021-01-31    31.8054
Freq: D, Name: RW_forecast, dtype: float64",452387.0
21,6.0,0.345,4.0,6.0,0.507,0.369,"2018-05-04    -1.567663
2018-05-05    -1.575530
2018-05-06    -1.580626
2018-05-07    -1.585848
2018-05-08    -1.590455
                ...    
2021-01-13     9.840085
2021-01-14    10.198455
2021-01-15    14.171071
2021-01-16    17.204556
2021-01-17    20.508833
Freq: D, Name: predicted_mean, Length: 990, dtype: float64","date
2021-01-18     9.927138
2021-01-19     8.569257
2021-01-20    10.614902
2021-01-21    10.594267
2021-01-22    13.468371
2021-01-23    15.438307
2021-01-24    15.395448
2021-01-25     9.418994
2021-01-26     8.820126
2021-01-27    10.428890
2021-01-28     8.862678
2021-01-29     9.253099
2021-01-30    16.286262
2021-01-31    14.301609
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    18.663
2021-01-19    18.663
2021-01-20    18.663
2021-01-21    18.663
2021-01-22    18.663
2021-01-23    18.663
2021-01-24    18.663
2021-01-25    18.663
2021-01-26    18.663
2021-01-27    18.663
2021-01-28    18.663
2021-01-29    18.663
2021-01-30    18.663
2021-01-31    18.663
Freq: D, Name: RW_forecast, dtype: float64",471477.0
22,18.0,0.54,8.0,10.0,0.476,0.364,"2018-07-07    -0.265140
2018-07-08    -0.500291
2018-07-09    -0.765281
2018-07-10    -1.049294
2018-07-11    -1.332676
                ...    
2021-01-13    30.234996
2021-01-14    29.389286
2021-01-15    31.217114
2021-01-16    27.561666
2021-01-17    31.681869
Freq: D, Name: predicted_mean, Length: 926, dtype: float64","date
2021-01-18    29.384497
2021-01-19    22.214875
2021-01-20    32.211140
2021-01-21    26.859577
2021-01-22    26.583591
2021-01-23    27.202365
2021-01-24    39.274625
2021-01-25    24.126882
2021-01-26    17.670987
2021-01-27    29.658287
2021-01-28    24.453006
2021-01-29    22.000552
2021-01-30    27.328196
2021-01-31    40.658331
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    46.9052
2021-01-19    46.9052
2021-01-20    46.9052
2021-01-21    46.9052
2021-01-22    46.9052
2021-01-23    46.9052
2021-01-24    46.9052
2021-01-25    46.9052
2021-01-26    46.9052
2021-01-27    46.9052
2021-01-28    46.9052
2021-01-29    46.9052
2021-01-30    46.9052
2021-01-31    46.9052
Freq: D, Name: RW_forecast, dtype: float64",480733.0
23,15.0,0.697,6.0,5.0,0.576,0.357,"date
2017-08-18    -2.520462
2017-08-19    -2.543731
2017-08-20    -2.565735
2017-08-21    -2.586884
2017-08-22    -2.605688
                ...    
2021-01-13    13.052997
2021-01-14     8.707203
2021-01-15    17.277551
2021-01-16    22.167319
2021-01-17    19.980899
Freq: D, Name: predicted_mean, Length: 1249, dtype: float64","date
2021-01-18    14.640293
2021-01-19    10.066270
2021-01-20    11.285239
2021-01-21    10.325655
2021-01-22    14.997391
2021-01-23    26.219727
2021-01-24    23.783939
2021-01-25     9.662943
2021-01-26     6.889627
2021-01-27     8.950285
2021-01-28     8.590605
2021-01-29    10.794123
2021-01-30    24.196859
2021-01-31    23.116767
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    30.427803
2021-01-19    30.427803
2021-01-20    30.427803
2021-01-21    30.427803
2021-01-22    30.427803
2021-01-23    30.427803
2021-01-24    30.427803
2021-01-25    30.427803
2021-01-26    30.427803
2021-01-27    30.427803
2021-01-28    30.427803
2021-01-29    30.427803
2021-01-30    30.427803
2021-01-31    30.427803
Freq: D, Name: RW_forecast, dtype: float64",349962.0
24,10.0,0.628,6.0,4.0,0.531,0.403,"date
2017-08-17    -1.626158
2017-08-18    -1.626247
2017-08-19    -1.627106
2017-08-20    -1.627930
2017-08-21    -1.627982
                ...    
2021-01-13     9.015532
2021-01-14     8.472135
2021-01-15     2.865689
2021-01-16    24.260268
2021-01-17    18.153801
Freq: D, Name: predicted_mean, Length: 1250, dtype: float64","date
2021-01-18    12.336338
2021-01-19     7.893704
2021-01-20     7.750754
2021-01-21     7.272471
2021-01-22    16.432898
2021-01-23    15.083581
2021-01-24    16.350805
2021-01-25     8.021262
2021-01-26     4.780046
2021-01-27     6.756536
2021-01-28     5.042505
2021-01-29    15.481089
2021-01-30    12.945095
2021-01-31    17.156328
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    20.6484
2021-01-19    20.6484
2021-01-20    20.6484
2021-01-21    20.6484
2021-01-22    20.6484
2021-01-23    20.6484
2021-01-24    20.6484
2021-01-25    20.6484
2021-01-26    20.6484
2021-01-27    20.6484
2021-01-28    20.6484
2021-01-29    20.6484
2021-01-30    20.6484
2021-01-31    20.6484
Freq: D, Name: RW_forecast, dtype: float64",349978.0
25,11.0,0.733,4.0,4.0,0.526,0.358,"date
2017-08-18    -1.196471
2017-08-19    -1.218657
2017-08-20    -1.240987
2017-08-21    -1.263890
2017-08-22    -1.286874
                ...    
2021-01-13     9.308985
2021-01-14    14.847192
2021-01-15     6.360555
2021-01-16    10.427524
2021-01-17    16.213113
Freq: D, Name: predicted_mean, Length: 1249, dtype: float64","date
2021-01-18     9.805425
2021-01-19    14.428801
2021-01-20     9.382165
2021-01-21    14.199788
2021-01-22     8.743739
2021-01-23    14.280233
2021-01-24    16.520978
2021-01-25     7.096011
2021-01-26    12.581111
2021-01-27     7.783105
2021-01-28    11.116623
2021-01-29     7.260691
2021-01-30    12.515570
2021-01-31    17.810961
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    20.923
2021-01-19    20.923
2021-01-20    20.923
2021-01-21    20.923
2021-01-22    20.923
2021-01-23    20.923
2021-01-24    20.923
2021-01-25    20.923
2021-01-26    20.923
2021-01-27    20.923
2021-01-28    20.923
2021-01-29    20.923
2021-01-30    20.923
2021-01-31    20.923
Freq: D, Name: RW_forecast, dtype: float64",350028.0
26,4.0,0.417,4.0,3.0,0.589,0.222,"date
2017-09-06    -2.598392
2017-09-07    -2.599795
2017-09-08    -2.599659
2017-09-09    -2.598016
2017-09-10    -2.594626
                ...    
2021-01-13     8.552553
2021-01-14    10.252243
2021-01-15     9.903619
2021-01-16    14.337779
2021-01-17    17.281783
Freq: D, Name: predicted_mean, Length: 1230, dtype: float64","date
2021-01-18     7.559845
2021-01-19     6.445591
2021-01-20    10.229589
2021-01-21    16.159468
2021-01-22     8.744680
2021-01-23    18.770443
2021-01-24    10.572100
2021-01-25     6.538186
2021-01-26     4.692898
2021-01-27    10.370228
2021-01-28    14.143832
2021-01-29     8.017044
2021-01-30    16.961388
2021-01-31    10.487947
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    12.8557
2021-01-19    12.8557
2021-01-20    12.8557
2021-01-21    12.8557
2021-01-22    12.8557
2021-01-23    12.8557
2021-01-24    12.8557
2021-01-25    12.8557
2021-01-26    12.8557
2021-01-27    12.8557
2021-01-28    12.8557
2021-01-29    12.8557
2021-01-30    12.8557
2021-01-31    12.8557
Freq: D, Name: RW_forecast, dtype: float64",350046.0
27,3.0,0.349,3.0,4.0,0.64,0.385,"date
2017-08-25    -0.902475
2017-08-26    -0.936173
2017-08-27    -0.969626
2017-08-28    -1.002805
2017-08-29    -1.035741
                ...    
2021-01-13    10.434147
2021-01-14     6.070186
2021-01-15     8.512676
2021-01-16    11.563770
2021-01-17     8.704156
Freq: D, Name: predicted_mean, Length: 1242, dtype: float64","date
2021-01-18    4.508337
2021-01-19    8.573464
2021-01-20    8.289358
2021-01-21    7.218856
2021-01-22    7.779511
2021-01-23    7.648194
2021-01-24    8.557045
2021-01-25    4.480359
2021-01-26    9.832782
2021-01-27    8.230111
2021-01-28    7.513666
2021-01-29    6.864501
2021-01-30    6.432983
2021-01-31    9.410771
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    9.2202
2021-01-19    9.2202
2021-01-20    9.2202
2021-01-21    9.2202
2021-01-22    9.2202
2021-01-23    9.2202
2021-01-24    9.2202
2021-01-25    9.2202
2021-01-26    9.2202
2021-01-27    9.2202
2021-01-28    9.2202
2021-01-29    9.2202
2021-01-30    9.2202
2021-01-31    9.2202
Freq: D, Name: RW_forecast, dtype: float64",350056.0
28,6.0,0.647,3.0,4.0,0.67,0.518,"date
2017-09-07    -0.982503
2017-09-08    -0.994757
2017-09-09    -1.006422
2017-09-10    -1.017447
2017-09-11    -1.027797
                ...    
2021-01-13     3.377524
2021-01-14     8.689259
2021-01-15     4.165128
2021-01-16     8.942640
2021-01-17    11.211292
Freq: D, Name: predicted_mean, Length: 1229, dtype: float64","date
2021-01-18     4.764761
2021-01-19     6.787557
2021-01-20     4.765124
2021-01-21     7.191215
2021-01-22     4.648626
2021-01-23     8.008578
2021-01-24    10.592378
2021-01-25     4.324593
2021-01-26     4.673131
2021-01-27     5.158571
2021-01-28     5.544257
2021-01-29     3.604663
2021-01-30     7.092756
2021-01-31    12.476432
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    13.082
2021-01-19    13.082
2021-01-20    13.082
2021-01-21    13.082
2021-01-22    13.082
2021-01-23    13.082
2021-01-24    13.082
2021-01-25    13.082
2021-01-26    13.082
2021-01-27    13.082
2021-01-28    13.082
2021-01-29    13.082
2021-01-30    13.082
2021-01-31    13.082
Freq: D, Name: RW_forecast, dtype: float64",354468.0
29,8.0,0.665,4.0,4.0,0.523,0.405,"date
2017-11-16     1.449758
2017-11-17     1.510122
2017-11-18     1.568939
2017-11-19     1.626513
2017-11-20     1.684106
                ...    
2021-01-13     8.268695
2021-01-14    12.294665
2021-01-15    13.821236
2021-01-16    14.521488
2021-01-17    15.415079
Freq: D, Name: predicted_mean, Length: 1159, dtype: float64","date
2021-01-18     7.827045
2021-01-19    14.149182
2021-01-20    11.500572
2021-01-21    12.176858
2021-01-22    10.248945
2021-01-23    15.857228
2021-01-24    18.124201
2021-01-25     6.838723
2021-01-26    13.906438
2021-01-27    10.843655
2021-01-28    10.417084
2021-01-29     8.937564
2021-01-30    13.074650
2021-01-31    15.853853
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    17.4976
2021-01-19    17.4976
2021-01-20    17.4976
2021-01-21    17.4976
2021-01-22    17.4976
2021-01-23    17.4976
2021-01-24    17.4976
2021-01-25    17.4976
2021-01-26    17.4976
2021-01-27    17.4976
2021-01-28    17.4976
2021-01-29    17.4976
2021-01-30    17.4976
2021-01-31    17.4976
Freq: D, Name: RW_forecast, dtype: float64",387240.0
30,6.0,0.569,3.0,4.0,0.593,0.378,"date
2017-12-23     2.709531
2017-12-24     2.730801
2017-12-25     2.749704
2017-12-26     2.766202
2017-12-27     2.780898
                ...    
2021-01-13    11.787357
2021-01-14    14.361190
2021-01-15     9.979343
2021-01-16    18.308322
2021-01-17    12.305202
Freq: D, Name: predicted_mean, Length: 1122, dtype: float64","date
2021-01-18     5.331464
2021-01-19     8.724254
2021-01-20     5.798405
2021-01-21     9.821065
2021-01-22    10.675299
2021-01-23    17.358576
2021-01-24    15.316611
2021-01-25     5.978853
2021-01-26     9.964595
2021-01-27     5.810106
2021-01-28     9.669580
2021-01-29     8.723070
2021-01-30    17.748417
2021-01-31    16.175868
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    14.893
2021-01-19    14.893
2021-01-20    14.893
2021-01-21    14.893
2021-01-22    14.893
2021-01-23    14.893
2021-01-24    14.893
2021-01-25    14.893
2021-01-26    14.893
2021-01-27    14.893
2021-01-28    14.893
2021-01-29    14.893
2021-01-30    14.893
2021-01-31    14.893
Freq: D, Name: RW_forecast, dtype: float64",412585.0
31,4.0,0.263,5.0,4.0,0.566,0.33,"2018-03-03    -0.871492
2018-03-04    -0.973029
2018-03-05    -1.070888
2018-03-06    -1.169562
2018-03-07    -1.267265
                ...    
2021-01-13    12.547697
2021-01-14     6.409386
2021-01-15    12.771118
2021-01-16    13.907088
2021-01-17    13.065202
Freq: D, Name: predicted_mean, Length: 1052, dtype: float64","date
2021-01-18    10.025060
2021-01-19     6.952441
2021-01-20     6.795018
2021-01-21    11.874789
2021-01-22     9.281684
2021-01-23    12.344999
2021-01-24    12.345076
2021-01-25     9.626661
2021-01-26     6.520431
2021-01-27     6.075201
2021-01-28     8.911336
2021-01-29     8.725230
2021-01-30    11.394539
2021-01-31    12.792883
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    11.4926
2021-01-19    11.4926
2021-01-20    11.4926
2021-01-21    11.4926
2021-01-22    11.4926
2021-01-23    11.4926
2021-01-24    11.4926
2021-01-25    11.4926
2021-01-26    11.4926
2021-01-27    11.4926
2021-01-28    11.4926
2021-01-29    11.4926
2021-01-30    11.4926
2021-01-31    11.4926
Freq: D, Name: RW_forecast, dtype: float64",441997.0
32,7.0,0.552,5.0,6.0,0.567,0.403,"2018-05-10    -2.202386
2018-05-11    -2.273841
2018-05-12    -2.336846
2018-05-13    -2.404836
2018-05-14    -2.473533
                ...    
2021-01-13     6.771630
2021-01-14    12.851450
2021-01-15    10.024894
2021-01-16    10.990763
2021-01-17     9.754561
Freq: D, Name: predicted_mean, Length: 984, dtype: float64","date
2021-01-18     7.698257
2021-01-19     6.680892
2021-01-20     7.172429
2021-01-21    13.909793
2021-01-22    11.170575
2021-01-23     9.974964
2021-01-24    10.944486
2021-01-25     6.796103
2021-01-26     6.806467
2021-01-27     6.692594
2021-01-28    12.148508
2021-01-29    10.173411
2021-01-30    10.921372
2021-01-31    11.432556
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    12.8974
2021-01-19    12.8974
2021-01-20    12.8974
2021-01-21    12.8974
2021-01-22    12.8974
2021-01-23    12.8974
2021-01-24    12.8974
2021-01-25    12.8974
2021-01-26    12.8974
2021-01-27    12.8974
2021-01-28    12.8974
2021-01-29    12.8974
2021-01-30    12.8974
2021-01-31    12.8974
Freq: D, Name: RW_forecast, dtype: float64",461349.0
33,8.0,0.747,3.0,4.0,0.659,0.471,"2018-05-10    -1.359296
2018-05-11    -1.358029
2018-05-12    -1.355199
2018-05-13    -1.352468
2018-05-14    -1.349347
                ...    
2021-01-13     4.520623
2021-01-14     4.978731
2021-01-15     9.845763
2021-01-16    11.134257
2021-01-17    16.472310
Freq: D, Name: predicted_mean, Length: 984, dtype: float64","date
2021-01-18     9.087697
2021-01-19     5.669733
2021-01-20     6.270090
2021-01-21     7.948193
2021-01-22    13.898678
2021-01-23    10.747626
2021-01-24    13.098283
2021-01-25     8.758691
2021-01-26     4.539207
2021-01-27     5.453143
2021-01-28     5.467785
2021-01-29    10.962768
2021-01-30    10.160122
2021-01-31    12.865610
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    14.524
2021-01-19    14.524
2021-01-20    14.524
2021-01-21    14.524
2021-01-22    14.524
2021-01-23    14.524
2021-01-24    14.524
2021-01-25    14.524
2021-01-26    14.524
2021-01-27    14.524
2021-01-28    14.524
2021-01-29    14.524
2021-01-30    14.524
2021-01-31    14.524
Freq: D, Name: RW_forecast, dtype: float64",464495.0
34,3.0,0.598,4.0,3.0,0.632,0.714,"2018-05-31   -0.318868
2018-06-01   -0.436315
2018-06-02   -0.551936
2018-06-03   -0.669934
2018-06-04   -0.791710
                ...   
2021-01-13    7.109025
2021-01-14    6.234584
2021-01-15    2.017709
2021-01-16    3.569203
2021-01-17    4.838578
Freq: D, Name: predicted_mean, Length: 963, dtype: float64","date
2021-01-18    0.316986
2021-01-19    1.864569
2021-01-20    5.596019
2021-01-21    5.027149
2021-01-22    0.847011
2021-01-23    4.898635
2021-01-24    4.397093
2021-01-25    0.524700
2021-01-26    2.359342
2021-01-27    5.733347
2021-01-28    4.016163
2021-01-29    0.723320
2021-01-30    4.996274
2021-01-31    4.041324
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    4.322
2021-01-19    4.322
2021-01-20    4.322
2021-01-21    4.322
2021-01-22    4.322
2021-01-23    4.322
2021-01-24    4.322
2021-01-25    4.322
2021-01-26    4.322
2021-01-27    4.322
2021-01-28    4.322
2021-01-29    4.322
2021-01-30    4.322
2021-01-31    4.322
Freq: D, Name: RW_forecast, dtype: float64",476061.0
35,7.0,0.516,4.0,2.0,0.601,0.228,"2018-10-19    -0.166342
2018-10-20    -0.169075
2018-10-21    -0.168517
2018-10-22    -0.168921
2018-10-23    -0.169312
                ...    
2021-01-13     6.172404
2021-01-14     8.380995
2021-01-15    13.566878
2021-01-16     7.820669
2021-01-17    16.197272
Freq: D, Name: predicted_mean, Length: 822, dtype: float64","date
2021-01-18     8.109445
2021-01-19    11.444998
2021-01-20     7.915039
2021-01-21     7.393048
2021-01-22    11.499296
2021-01-23    13.518666
2021-01-24    17.061472
2021-01-25     6.910368
2021-01-26     9.599766
2021-01-27     6.249177
2021-01-28     5.825075
2021-01-29    12.170380
2021-01-30    12.259726
2021-01-31    15.087271
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    17.39259
2021-01-19    17.39259
2021-01-20    17.39259
2021-01-21    17.39259
2021-01-22    17.39259
2021-01-23    17.39259
2021-01-24    17.39259
2021-01-25    17.39259
2021-01-26    17.39259
2021-01-27    17.39259
2021-01-28    17.39259
2021-01-29    17.39259
2021-01-30    17.39259
2021-01-31    17.39259
Freq: D, Name: RW_forecast, dtype: float64",536898.0
36,8.0,0.537,4.0,4.0,0.635,0.342,"2018-11-16     2.163685
2018-11-17     2.220621
2018-11-18     2.275306
2018-11-19     2.328258
2018-11-20     2.379736
                ...    
2021-01-13     9.792130
2021-01-14    11.567198
2021-01-15    11.771898
2021-01-16     7.363463
2021-01-17    21.372282
Freq: D, Name: predicted_mean, Length: 794, dtype: float64","date
2021-01-18     6.114121
2021-01-19     7.405190
2021-01-20     8.692943
2021-01-21    10.798990
2021-01-22     7.641487
2021-01-23     9.315809
2021-01-24    21.038527
2021-01-25     6.556329
2021-01-26     6.258660
2021-01-27     8.844227
2021-01-28    10.475578
2021-01-29     5.642322
2021-01-30     8.558987
2021-01-31    20.303315
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    20.8796
2021-01-19    20.8796
2021-01-20    20.8796
2021-01-21    20.8796
2021-01-22    20.8796
2021-01-23    20.8796
2021-01-24    20.8796
2021-01-25    20.8796
2021-01-26    20.8796
2021-01-27    20.8796
2021-01-28    20.8796
2021-01-29    20.8796
2021-01-30    20.8796
2021-01-31    20.8796
Freq: D, Name: RW_forecast, dtype: float64",536902.0
37,8.0,0.939,4.0,4.0,0.67,0.563,"2018-12-15     3.085433
2018-12-16     3.058407
2018-12-17     3.030573
2018-12-18     2.999428
2018-12-19     2.966693
                ...    
2021-01-13     5.956051
2021-01-14     5.032298
2021-01-15    16.526352
2021-01-16     8.627151
2021-01-17    17.600027
Freq: D, Name: predicted_mean, Length: 765, dtype: float64","date
2021-01-18     3.239555
2021-01-19     6.550692
2021-01-20     1.690253
2021-01-21     4.928729
2021-01-22    13.819041
2021-01-23    11.703078
2021-01-24    13.667310
2021-01-25     3.330621
2021-01-26     6.713495
2021-01-27     1.259763
2021-01-28     4.717302
2021-01-29     9.555076
2021-01-30    11.521203
2021-01-31    13.576804
Freq: D, Name: forecast, dtype: float64","date
2021-01-18    13.0768
2021-01-19    13.0768
2021-01-20    13.0768
2021-01-21    13.0768
2021-01-22    13.0768
2021-01-23    13.0768
2021-01-24    13.0768
2021-01-25    13.0768
2021-01-26    13.0768
2021-01-27    13.0768
2021-01-28    13.0768
2021-01-29    13.0768
2021-01-30    13.0768
2021-01-31    13.0768
Freq: D, Name: RW_forecast, dtype: float64",566792.0
